GEOID,GEOID_2,Block Group,Tract,County,Total Population,Millennial Population,Pct,Year
081190102021,15000US081190102021,Block Group 1, Census Tract 102.02, Teller County,568,85,0.149647887,2012
081219241001,15000US081219241001,Block Group 1, Census Tract 9241, Washington County,1071,163,0.152194211,2012
081219241002,15000US081219241002,Block Group 2, Census Tract 9241, Washington County,1061,174,0.16399623,2012
081219242001,15000US081219242001,Block Group 1, Census Tract 9242, Washington County,720,59,0.081944444,2012
081219242002,15000US081219242002,Block Group 2, Census Tract 9242, Washington County,980,295,0.301020408,2012
081219242003,15000US081219242003,Block Group 3, Census Tract 9242, Washington County,964,124,0.128630705,2012
081230001001,15000US081230001001,Block Group 1, Census Tract 1, Weld County,1141,401,0.3514461,2012
081230001002,15000US081230001002,Block Group 2, Census Tract 1, Weld County,1059,481,0.454202077,2012
081230001003,15000US081230001003,Block Group 3, Census Tract 1, Weld County,677,253,0.373707533,2012
081230002001,15000US081230002001,Block Group 1, Census Tract 2, Weld County,1958,1275,0.651174668,2012
081230002002,15000US081230002002,Block Group 2, Census Tract 2, Weld County,1655,1607,0.970996979,2012
081230003001,15000US081230003001,Block Group 1, Census Tract 3, Weld County,1861,1839,0.988178399,2012
081230004011,15000US081230004011,Block Group 1, Census Tract 4.01, Weld County,968,479,0.494834711,2012
081230004012,15000US081230004012,Block Group 2, Census Tract 4.01, Weld County,471,102,0.21656051,2012
081230004013,15000US081230004013,Block Group 3, Census Tract 4.01, Weld County,612,101,0.16503268,2012
081230004014,15000US081230004014,Block Group 4, Census Tract 4.01, Weld County,968,273,0.282024793,2012
081230004021,15000US081230004021,Block Group 1, Census Tract 4.02, Weld County,1224,455,0.371732026,2012
081230004022,15000US081230004022,Block Group 2, Census Tract 4.02, Weld County,1306,414,0.316998469,2012
081230004023,15000US081230004023,Block Group 3, Census Tract 4.02, Weld County,325,102,0.313846154,2012
081230005011,15000US081230005011,Block Group 1, Census Tract 5.01, Weld County,1169,367,0.313943541,2012
081230005012,15000US081230005012,Block Group 2, Census Tract 5.01, Weld County,1767,648,0.36672326,2012
081230005021,15000US081230005021,Block Group 1, Census Tract 5.02, Weld County,948,271,0.285864979,2012
081230005022,15000US081230005022,Block Group 2, Census Tract 5.02, Weld County,2226,445,0.199910153,2012
081230006001,15000US081230006001,Block Group 1, Census Tract 6, Weld County,1990,745,0.374371859,2012
081230007011,15000US081230007011,Block Group 1, Census Tract 7.01, Weld County,1308,299,0.228593272,2012
081230007012,15000US081230007012,Block Group 2, Census Tract 7.01, Weld County,352,78,0.221590909,2012
081230007031,15000US081230007031,Block Group 1, Census Tract 7.03, Weld County,3667,1052,0.286883011,2012
081230007032,15000US081230007032,Block Group 2, Census Tract 7.03, Weld County,1425,456,0.32,2012
081230007033,15000US081230007033,Block Group 3, Census Tract 7.03, Weld County,1380,371,0.26884058,2012
081230007041,15000US081230007041,Block Group 1, Census Tract 7.04, Weld County,410,161,0.392682927,2012
081230007051,15000US081230007051,Block Group 1, Census Tract 7.05, Weld County,720,23,0.031944444,2012
081230007052,15000US081230007052,Block Group 2, Census Tract 7.05, Weld County,956,155,0.162133891,2012
081230008001,15000US081230008001,Block Group 1, Census Tract 8, Weld County,797,443,0.555834379,2012
081230008002,15000US081230008002,Block Group 2, Census Tract 8, Weld County,1307,970,0.742157613,2012
081230008003,15000US081230008003,Block Group 3, Census Tract 8, Weld County,314,72,0.229299363,2012
081230008004,15000US081230008004,Block Group 4, Census Tract 8, Weld County,874,344,0.393592677,2012
081230009001,15000US081230009001,Block Group 1, Census Tract 9, Weld County,1547,428,0.276664512,2012
081230009002,15000US081230009002,Block Group 2, Census Tract 9, Weld County,1532,518,0.338120104,2012
081230010031,15000US081230010031,Block Group 1, Census Tract 10.03, Weld County,2274,796,0.350043975,2012
081230010032,15000US081230010032,Block Group 2, Census Tract 10.03, Weld County,1252,229,0.182907348,2012
081230010033,15000US081230010033,Block Group 3, Census Tract 10.03, Weld County,1067,246,0.230552952,2012
081230010041,15000US081230010041,Block Group 1, Census Tract 10.04, Weld County,580,130,0.224137931,2012
081230010042,15000US081230010042,Block Group 2, Census Tract 10.04, Weld County,2014,1095,0.543694141,2012
081230010043,15000US081230010043,Block Group 3, Census Tract 10.04, Weld County,1186,350,0.295109612,2012
081230010051,15000US081230010051,Block Group 1, Census Tract 10.05, Weld County,675,202,0.299259259,2012
081230010052,15000US081230010052,Block Group 2, Census Tract 10.05, Weld County,493,117,0.237322515,2012
081230010053,15000US081230010053,Block Group 3, Census Tract 10.05, Weld County,748,185,0.247326203,2012
081230010054,15000US081230010054,Block Group 4, Census Tract 10.05, Weld County,1935,352,0.181912145,2012
081230010055,15000US081230010055,Block Group 5, Census Tract 10.05, Weld County,2124,1050,0.494350282,2012
081230010056,15000US081230010056,Block Group 6, Census Tract 10.05, Weld County,677,181,0.267355982,2012
081230010061,15000US081230010061,Block Group 1, Census Tract 10.06, Weld County,1776,472,0.265765766,2012
081230010062,15000US081230010062,Block Group 2, Census Tract 10.06, Weld County,1660,284,0.171084337,2012
081230010063,15000US081230010063,Block Group 3, Census Tract 10.06, Weld County,1347,389,0.288789903,2012
081230011001,15000US081230011001,Block Group 1, Census Tract 11, Weld County,1899,487,0.256450764,2012
081230011002,15000US081230011002,Block Group 2, Census Tract 11, Weld County,1119,128,0.114387846,2012
081230011003,15000US081230011003,Block Group 3, Census Tract 11, Weld County,1403,298,0.212401996,2012
081230011004,15000US081230011004,Block Group 4, Census Tract 11, Weld County,371,90,0.242587601,2012
081230012011,15000US081230012011,Block Group 1, Census Tract 12.01, Weld County,1419,430,0.303030303,2012
081230012012,15000US081230012012,Block Group 2, Census Tract 12.01, Weld County,2340,552,0.235897436,2012
081230012013,15000US081230012013,Block Group 3, Census Tract 12.01, Weld County,737,188,0.255088195,2012
081230012021,15000US081230012021,Block Group 1, Census Tract 12.02, Weld County,1284,290,0.225856698,2012
081230012022,15000US081230012022,Block Group 2, Census Tract 12.02, Weld County,1641,382,0.232784887,2012
081230013001,15000US081230013001,Block Group 1, Census Tract 13, Weld County,1962,448,0.22833843,2012
081230013002,15000US081230013002,Block Group 2, Census Tract 13, Weld County,1568,245,0.15625,2012
081230013003,15000US081230013003,Block Group 3, Census Tract 13, Weld County,1352,473,0.349852071,2012
081230013004,15000US081230013004,Block Group 4, Census Tract 13, Weld County,1843,534,0.289744981,2012
081230014041,15000US081230014041,Block Group 1, Census Tract 14.04, Weld County,2418,592,0.244830438,2012
081230014042,15000US081230014042,Block Group 2, Census Tract 14.04, Weld County,766,93,0.121409922,2012
081230014051,15000US081230014051,Block Group 1, Census Tract 14.05, Weld County,1274,354,0.277864992,2012
081230014052,15000US081230014052,Block Group 2, Census Tract 14.05, Weld County,465,225,0.483870968,2012
081230014053,15000US081230014053,Block Group 3, Census Tract 14.05, Weld County,2171,582,0.268079226,2012
081230014061,15000US081230014061,Block Group 1, Census Tract 14.06, Weld County,5284,1447,0.273845572,2012
081230014071,15000US081230014071,Block Group 1, Census Tract 14.07, Weld County,2088,229,0.10967433,2012
081230014081,15000US081230014081,Block Group 1, Census Tract 14.08, Weld County,1873,365,0.194874533,2012
081230014091,15000US081230014091,Block Group 1, Census Tract 14.09, Weld County,1336,258,0.193113772,2012
081230014092,15000US081230014092,Block Group 2, Census Tract 14.09, Weld County,1841,933,0.506789788,2012
081230014101,15000US081230014101,Block Group 1, Census Tract 14.10, Weld County,1858,217,0.11679225,2012
081230014102,15000US081230014102,Block Group 2, Census Tract 14.10, Weld County,965,117,0.121243523,2012
081230014111,15000US081230014111,Block Group 1, Census Tract 14.11, Weld County,2737,431,0.157471684,2012
081230014121,15000US081230014121,Block Group 1, Census Tract 14.12, Weld County,2308,443,0.191941075,2012
081230014131,15000US081230014131,Block Group 1, Census Tract 14.13, Weld County,1517,480,0.316413975,2012
081230014132,15000US081230014132,Block Group 2, Census Tract 14.13, Weld County,1454,186,0.127922971,2012
081230014141,15000US081230014141,Block Group 1, Census Tract 14.14, Weld County,2412,700,0.290215589,2012
081230014151,15000US081230014151,Block Group 1, Census Tract 14.15, Weld County,3785,697,0.184147952,2012
081230014161,15000US081230014161,Block Group 1, Census Tract 14.16, Weld County,2044,271,0.13258317,2012
081230014171,15000US081230014171,Block Group 1, Census Tract 14.17, Weld County,1467,264,0.1799591,2012
081230014172,15000US081230014172,Block Group 2, Census Tract 14.17, Weld County,551,173,0.313974592,2012
081230015001,15000US081230015001,Block Group 1, Census Tract 15, Weld County,2712,308,0.113569322,2012
081230015002,15000US081230015002,Block Group 2, Census Tract 15, Weld County,820,146,0.17804878,2012
081230015003,15000US081230015003,Block Group 3, Census Tract 15, Weld County,1800,289,0.160555556,2012
081230015004,15000US081230015004,Block Group 4, Census Tract 15, Weld County,542,100,0.184501845,2012
081230016001,15000US081230016001,Block Group 1, Census Tract 16, Weld County,1863,380,0.203972088,2012
081230016002,15000US081230016002,Block Group 2, Census Tract 16, Weld County,288,26,0.090277778,2012
081230016003,15000US081230016003,Block Group 3, Census Tract 16, Weld County,2033,328,0.161337924,2012
081230017001,15000US081230017001,Block Group 1, Census Tract 17, Weld County,1251,198,0.158273381,2012
081230017002,15000US081230017002,Block Group 2, Census Tract 17, Weld County,1690,343,0.20295858,2012
081230017003,15000US081230017003,Block Group 3, Census Tract 17, Weld County,1427,364,0.255080589,2012
081230017004,15000US081230017004,Block Group 4, Census Tract 17, Weld County,851,128,0.150411281,2012
081230018001,15000US081230018001,Block Group 1, Census Tract 18, Weld County,2082,411,0.19740634,2012
081230018002,15000US081230018002,Block Group 2, Census Tract 18, Weld County,2322,555,0.239018088,2012
081230019021,15000US081230019021,Block Group 1, Census Tract 19.02, Weld County,3826,893,0.233403032,2012
081230019022,15000US081230019022,Block Group 2, Census Tract 19.02, Weld County,3646,1080,0.29621503,2012
081230019051,15000US081230019051,Block Group 1, Census Tract 19.05, Weld County,370,49,0.132432432,2012
081230019052,15000US081230019052,Block Group 2, Census Tract 19.05, Weld County,961,218,0.226847034,2012
081230019053,15000US081230019053,Block Group 3, Census Tract 19.05, Weld County,2903,848,0.292111609,2012
081230019061,15000US081230019061,Block Group 1, Census Tract 19.06, Weld County,1657,346,0.208811104,2012
081230019071,15000US081230019071,Block Group 1, Census Tract 19.07, Weld County,1059,38,0.035882908,2012
081230019072,15000US081230019072,Block Group 2, Census Tract 19.07, Weld County,1175,185,0.157446809,2012
081230019073,15000US081230019073,Block Group 3, Census Tract 19.07, Weld County,269,110,0.408921933,2012
081230019081,15000US081230019081,Block Group 1, Census Tract 19.08, Weld County,931,169,0.181525242,2012
081230019082,15000US081230019082,Block Group 2, Census Tract 19.08, Weld County,1197,271,0.226399332,2012
081230019083,15000US081230019083,Block Group 3, Census Tract 19.08, Weld County,724,183,0.252762431,2012
081230020041,15000US081230020041,Block Group 1, Census Tract 20.04, Weld County,494,125,0.253036437,2012
081230020042,15000US081230020042,Block Group 2, Census Tract 20.04, Weld County,2581,560,0.216970167,2012
081230020043,15000US081230020043,Block Group 3, Census Tract 20.04, Weld County,667,154,0.230884558,2012
081230020051,15000US081230020051,Block Group 1, Census Tract 20.05, Weld County,592,116,0.195945946,2012
081230020061,15000US081230020061,Block Group 1, Census Tract 20.06, Weld County,316,37,0.117088608,2012
081230020071,15000US081230020071,Block Group 1, Census Tract 20.07, Weld County,1024,249,0.243164063,2012
081230020072,15000US081230020072,Block Group 2, Census Tract 20.07, Weld County,1678,330,0.196662694,2012
081230020073,15000US081230020073,Block Group 3, Census Tract 20.07, Weld County,2530,493,0.19486166,2012
081230020081,15000US081230020081,Block Group 1, Census Tract 20.08, Weld County,322,16,0.049689441,2012
081230020082,15000US081230020082,Block Group 2, Census Tract 20.08, Weld County,1079,92,0.085264133,2012
081230020083,15000US081230020083,Block Group 3, Census Tract 20.08, Weld County,1062,298,0.280602637,2012
081230020084,15000US081230020084,Block Group 4, Census Tract 20.08, Weld County,1708,359,0.210187354,2012
081230020091,15000US081230020091,Block Group 1, Census Tract 20.09, Weld County,1543,335,0.217109527,2012
081230020101,15000US081230020101,Block Group 1, Census Tract 20.10, Weld County,2054,632,0.307692308,2012
081230020111,15000US081230020111,Block Group 1, Census Tract 20.11, Weld County,123,15,0.12195122,2012
081230020121,15000US081230020121,Block Group 1, Census Tract 20.12, Weld County,844,172,0.203791469,2012
081230020131,15000US081230020131,Block Group 1, Census Tract 20.13, Weld County,1001,347,0.346653347,2012
081230020132,15000US081230020132,Block Group 2, Census Tract 20.13, Weld County,0,0,0,2012
081230020133,15000US081230020133,Block Group 3, Census Tract 20.13, Weld County,1765,321,0.181869688,2012
081230020141,15000US081230020141,Block Group 1, Census Tract 20.14, Weld County,1224,220,0.179738562,2012
081230020151,15000US081230020151,Block Group 1, Census Tract 20.15, Weld County,690,250,0.362318841,2012
081230020161,15000US081230020161,Block Group 1, Census Tract 20.16, Weld County,2564,535,0.208658346,2012
081230020171,15000US081230020171,Block Group 1, Census Tract 20.17, Weld County,795,156,0.196226415,2012
081230020181,15000US081230020181,Block Group 1, Census Tract 20.18, Weld County,1135,198,0.174449339,2012
081230020191,15000US081230020191,Block Group 1, Census Tract 20.19, Weld County,1237,248,0.200485044,2012
081230020192,15000US081230020192,Block Group 2, Census Tract 20.19, Weld County,1884,525,0.27866242,2012
081230020193,15000US081230020193,Block Group 3, Census Tract 20.19, Weld County,663,94,0.141779789,2012
081230020201,15000US081230020201,Block Group 1, Census Tract 20.20, Weld County,1033,337,0.326234269,2012
081230020202,15000US081230020202,Block Group 2, Census Tract 20.20, Weld County,2080,497,0.238942308,2012
081230020203,15000US081230020203,Block Group 3, Census Tract 20.20, Weld County,2109,278,0.131816027,2012
